5;1;3;4;3;1;4;1;5;1;1;0;0;3;1;4;5;3;1;5;4;3;1;0;1;1;3;1;3;1;3;1;5;2;3;2;0;0;0;5;1;5;1;3;2;3;4;4;1;0;0;0;5;2;5;5;4;2;5;4;3;1;0;1;0;3;1;4;1;3;1;4;3;3;1;1;0;1;2;2;5;5;5;4;5;1;4;5;0;0;1;5;2;5;1;2;1;3;4;4;1;0;0;1;4;1;5;1;2;2;4;4;4;1;0;0;0;5;1;2;1;3;1;5;4;4;1;0;1;1;4;2;3;4;3;1;3;4;3;1;1;0;0;2;3;5;1;1;1;1;3;1;2;0;1;0;3;4;2;5;3;1;3;4;5;1;0;1;0;3;1;3;1;1;3;1;4;1;4;0;0;0;5;2;5;4;2;1;4;4;5;3;0;0;1;5;4;4;1;4;3;5;1;3;1;1;1;0;5;1;5;2;4;3;3;4;1;1;0;0;0;5;5;5;2;3;1;5;3;2;2;0;0;1;3;1;2;6;3;2;4;1;47.0;48.0;0.49473684210526314
4;1;4;1;3;1;3;4;3;1;0;0;0;5;1;2;1;3;1;5;1;3;4;1;1;0;5;1;5;1;3;1;1;2;4;1;1;0;0;5;1;4;1;3;2;4;4;2;1;0;0;1;3;1;3;1;3;5;5;4;3;1;0;0;0;3;1;5;2;3;1;3;4;3;1;0;1;1;5;3;2;5;5;4;2;4;4;2;0;0;1;5;1;2;1;2;1;3;5;2;1;0;0;0;4;2;1;2;2;4;3;5;4;1;1;0;0;5;1;2;5;1;1;5;4;4;1;0;0;1;4;1;3;1;1;1;5;4;4;2;1;0;0;3;3;5;1;3;1;4;3;5;1;0;0;0;5;4;4;5;3;1;3;4;1;4;0;0;0;1;1;5;1;2;1;1;4;2;1;0;0;0;5;2;5;4;4;2;4;5;4;1;1;0;0;5;1;5;3;4;2;4;3;1;3;0;1;1;2;1;2;3;3;2;5;4;3;4;1;1;1;5;3;5;1;3;1;4;4;3;1;0;0;1;1;1;2;5;2;2;4;3;44.0;54.0;0.4489795918367347
4;1;4;1;3;1;4;1;5;1;0;0;0;5;1;2;2;3;1;4;1;3;1;0;1;1;3;1;2;2;4;1;1;2;4;2;0;0;0;5;1;5;5;2;1;5;4;2;1;1;0;0;3;2;1;2;5;2;2;4;1;5;0;1;0;3;2;5;1;4;5;4;2;1;2;1;1;1;5;2;3;3;5;1;5;4;1;5;0;0;1;2;3;1;5;3;1;5;5;4;5;0;1;0;5;4;5;1;2;1;3;5;4;1;1;0;0;1;3;2;1;3;5;5;5;3;1;1;0;1;4;2;3;4;3;1;4;5;3;2;1;1;0;3;2;5;5;1;3;2;5;4;1;0;0;1;3;4;4;5;3;5;4;4;5;1;0;0;0;5;1;4;1;2;2;5;4;2;4;0;0;0;4;4;5;4;3;5;3;3;3;3;1;0;1;5;4;4;2;4;1;3;1;1;1;1;1;1;3;1;1;2;3;1;3;4;2;4;1;1;0;5;1;4;2;3;1;5;4;2;3;1;0;1;4;1;1;3;1;3;3;1;29.0;58.0;0.3333333333333333
3;1;3;1;2;1;1;4;3;4;1;0;0;2;4;5;3;5;1;4;3;3;3;1;1;0;5;3;5;5;3;1;5;5;2;2;0;1;1;5;3;5;1;3;2;5;4;4;1;1;0;0;2;3;3;2;1;3;3;4;4;1;0;1;0;3;3;5;2;3;1;5;4;3;5;1;1;0;5;2;5;1;3;5;5;2;1;2;0;1;1;2;3;5;4;4;2;4;4;4;1;1;0;1;5;5;5;2;2;5;4;5;1;1;1;0;1;5;1;5;5;3;1;5;4;5;1;1;1;1;4;1;4;1;3;1;3;4;5;1;1;0;0;2;3;5;3;3;3;4;3;3;3;1;0;0;2;4;4;3;3;5;4;5;3;4;0;1;0;1;2;3;1;1;3;1;5;3;4;0;0;0;3;1;5;4;3;1;4;4;5;1;0;0;1;5;1;5;1;4;3;5;3;1;2;0;0;1;3;3;1;1;3;2;5;3;1;1;1;0;0;3;5;5;1;3;1;4;3;5;1;1;0;1;3;3;2;6;2;2;4;3;49.0;47.0;0.5104166666666666
5;1;3;4;3;1;4;1;5;1;1;0;0;3;1;4;5;3;1;5;4;3;1;0;1;1;3;1;3;1;3;1;5;2;3;2;0;0;0;5;1;5;1;3;2;3;4;4;1;0;0;0;5;2;5;5;4;2;5;4;3;1;0;1;0;3;1;4;1;3;1;4;3;3;1;1;0;1;2;2;5;5;5;4;5;1;4;5;0;0;1;5;2;5;1;2;1;3;4;4;1;0;0;1;4;1;5;1;2;2;4;4;4;1;0;0;0;5;1;2;1;3;1;5;4;4;1;0;1;1;4;2;3;4;3;1;3;4;3;1;1;0;0;2;3;5;1;1;1;1;3;1;2;0;1;0;3;4;2;5;3;1;3;4;5;1;0;1;0;3;1;3;1;1;3;1;4;1;4;0;0;0;5;2;5;4;2;1;4;4;5;3;0;0;1;5;4;4;1;4;3;5;1;3;1;1;1;0;5;1;5;2;4;3;3;4;1;1;0;0;0;5;5;5;2;3;1;5;3;2;2;0;0;1;3;1;2;6;3;2;4;1;34.0;58.0;0.3695652173913043
3;1;3;4;3;1;4;4;2;1;1;1;0;3;3;1;1;3;5;4;1;1;2;1;1;0;5;3;5;1;3;4;4;5;4;1;0;1;0;1;1;5;1;5;1;1;4;4;3;0;0;0;5;1;2;5;4;3;4;4;1;1;0;1;1;2;1;4;2;5;5;5;2;3;2;0;0;1;5;2;5;2;2;5;3;1;1;5;0;1;0;5;1;3;2;3;1;3;4;2;1;0;1;1;5;1;5;1;2;4;5;3;4;3;1;0;1;5;1;1;1;3;2;5;1;4;5;1;1;1;1;1;3;4;1;4;5;5;4;1;0;0;0;3;3;5;1;3;4;5;3;2;1;0;0;0;4;1;4;1;3;1;1;4;1;4;0;1;0;3;5;3;3;1;1;1;3;3;2;0;0;0;5;1;5;4;5;1;2;4;5;1;1;1;1;5;1;1;5;5;2;5;2;3;1;1;1;0;3;2;3;3;3;2;5;3;2;4;1;0;1;2;1;3;1;3;1;3;1;3;1;0;1;1;2;3;2;1;3;1;4;1;28.0;68.0;0.2916666666666667
5;1;3;4;3;1;3;4;3;1;1;0;0;2;2;4;1;3;5;4;1;3;4;1;1;0;5;1;5;1;3;1;1;1;3;2;1;1;0;3;1;1;1;3;2;4;4;4;1;0;0;1;3;1;3;5;5;5;5;3;3;1;0;0;0;3;1;5;2;3;1;5;3;3;1;0;1;1;5;3;5;2;5;1;2;1;1;2;1;0;0;2;2;2;1;4;1;3;5;2;1;0;1;1;4;1;1;2;2;4;3;5;4;1;1;0;0;4;1;2;5;1;1;5;4;4;1;0;1;1;4;5;3;1;1;1;5;4;5;2;1;0;0;3;3;5;1;3;1;4;5;4;4;0;0;0;3;4;4;5;3;1;1;4;1;4;0;1;0;3;1;5;3;3;3;1;4;2;1;0;0;0;5;1;5;4;4;2;3;5;4;1;1;0;1;5;1;1;3;4;2;4;3;3;3;0;1;1;3;1;2;3;3;2;5;2;4;2;1;1;1;1;2;5;2;3;1;4;1;5;1;0;0;1;1;1;1;5;2;2;4;3;34.0;58.0;0.3695652173913043
3;1;3;5;2;1;3;4;3;5;1;0;1;5;2;3;5;3;4;4;1;3;1;0;1;1;3;3;3;3;3;3;1;2;2;1;0;1;1;5;1;5;4;2;1;5;4;2;1;0;0;0;5;1;5;5;4;1;2;4;1;1;0;1;0;3;1;3;1;3;5;4;3;3;2;1;1;1;5;1;2;5;3;1;2;2;1;1;0;0;1;3;1;5;4;3;1;3;5;2;1;1;0;1;5;4;5;5;3;2;4;4;2;1;1;1;1;5;1;1;1;4;3;5;4;3;5;1;1;1;5;1;3;4;1;1;5;4;4;1;0;0;1;3;3;5;4;3;1;4;1;4;1;0;0;1;1;1;5;3;2;5;5;5;3;4;0;0;0;3;1;5;1;2;4;1;5;3;5;1;0;1;2;2;1;1;4;1;3;3;4;3;0;1;0;2;5;1;1;4;3;5;4;1;1;0;1;1;5;3;2;4;3;2;3;2;2;4;0;1;0;5;5;1;2;5;2;4;4;5;3;0;1;1;4;1;3;6;4;2;3;1;32.0;57.0;0.3595505617977528
1;1;5;4;3;1;4;4;5;5;0;0;0;5;1;3;2;4;1;1;3;3;1;1;0;0;4;4;2;1;4;5;2;3;2;2;1;0;0;3;1;5;1;3;4;4;2;5;5;1;0;0;2;1;5;5;4;3;2;3;4;1;0;1;0;3;1;4;2;2;1;4;3;5;2;0;1;1;2;2;2;5;1;5;1;1;5;5;1;0;0;2;1;5;5;2;2;4;3;4;5;0;0;1;5;5;1;1;2;2;2;4;2;1;1;0;1;5;2;4;1;4;2;1;1;4;1;1;1;1;3;2;3;5;2;1;1;5;1;5;1;1;0;5;3;2;2;3;3;4;4;4;4;1;0;1;2;1;3;5;2;3;4;5;1;1;0;1;0;3;1;2;1;3;3;2;3;2;4;0;0;0;5;3;5;4;5;5;3;4;2;3;0;0;0;4;3;5;1;4;5;5;2;3;2;1;0;1;1;4;3;1;3;4;5;4;4;1;1;1;1;5;1;5;1;3;1;4;3;2;4;1;1;0;1;1;2;6;4;1;3;3;32.0;66.0;0.32653061224489793
5;1;3;5;2;3;5;4;3;5;1;0;0;5;1;3;1;3;1;5;4;3;3;0;1;0;3;1;2;1;3;1;5;5;3;2;0;0;0;1;4;4;1;3;2;4;4;4;1;0;0;0;5;2;1;4;1;1;2;4;3;1;0;0;0;3;1;1;1;2;5;5;3;3;1;0;1;1;2;2;2;1;2;1;2;2;2;1;0;0;0;5;2;3;5;4;1;3;4;5;1;0;0;1;5;1;5;5;4;2;4;2;4;2;1;0;0;5;2;2;4;3;2;5;4;4;2;1;1;1;4;1;3;3;4;2;4;1;4;1;1;0;1;2;3;2;5;3;1;5;3;4;1;0;0;1;5;4;2;5;3;1;2;4;3;1;0;1;0;3;1;4;1;1;1;5;4;3;4;0;0;0;5;3;2;1;3;1;4;4;5;1;0;0;1;2;1;4;5;4;5;4;1;3;3;1;1;1;3;1;3;2;3;3;3;2;1;4;1;0;0;5;1;5;3;3;1;1;3;2;1;1;0;1;4;3;2;5;2;2;4;1;44.0;69.0;0.3893805309734513
