5;1;3;1;3;1;5;4;3;4;0;0;1;3;1;3;1;3;1;5;4;4;1;0;0;0;5;1;3;1;3;1;4;4;3;1;0;0;0;5;1;5;5;3;1;5;4;4;1;0;0;0;5;1;3;1;3;1;5;4;3;1;0;0;0;3;1;3;1;3;1;5;4;4;1;0;0;0;5;1;5;1;3;1;5;4;3;1;0;1;0;5;1;3;3;3;1;4;4;3;1;0;0;0;5;1;5;1;3;1;5;4;3;1;1;0;0;5;1;5;1;3;1;4;1;3;2;0;1;0;3;1;5;1;3;1;5;1;1;1;0;0;0;2;1;5;1;3;1;5;4;3;1;0;0;0;5;1;3;1;3;1;5;4;4;1;0;0;1;5;1;5;1;3;1;4;4;3;1;0;0;0;5;1;5;1;3;1;3;4;4;1;0;0;0;1;1;4;1;3;1;4;4;3;1;1;0;1;5;1;5;1;3;1;5;4;3;2;0;0;1;1;1;5;1;3;1;4;4;3;1;0;1;0;1;1;2;5;2;2;3;2;59.0;37.0;0.614583333
3;1;3;1;3;1;5;4;4;1;0;0;0;5;1;5;1;3;1;4;4;3;1;0;0;0;3;1;5;1;3;1;5;4;4;1;0;0;0;5;1;3;1;3;1;4;4;4;1;0;0;0;5;1;3;5;3;1;4;4;4;1;0;0;0;3;1;4;1;3;1;4;4;4;1;0;0;0;5;1;3;1;3;1;5;4;4;1;1;1;1;5;1;3;1;3;1;5;4;4;1;1;1;0;5;1;3;1;4;1;5;4;3;1;1;1;0;5;1;5;1;3;1;5;4;4;1;1;1;0;3;1;3;1;3;1;5;4;3;1;1;1;1;3;1;5;1;3;1;4;4;4;1;1;0;0;5;3;5;1;3;1;5;4;3;1;1;1;0;5;1;3;1;3;1;4;4;3;1;1;0;1;5;1;3;1;3;1;4;4;4;1;0;1;0;5;1;3;1;3;1;4;4;4;1;1;1;0;5;1;3;1;3;1;5;4;4;1;0;0;0;5;1;5;1;3;1;4;4;3;1;1;1;1;1;1;2;5;2;2;3;1;72.0;47.0;0.6050420168067226
3;1;3;1;3;1;5;4;4;1;0;0;0;5;1;5;1;3;1;4;4;3;1;0;0;0;3;1;5;1;3;1;5;4;4;1;0;0;0;5;1;3;1;3;1;4;4;4;1;0;0;0;5;1;3;5;3;1;4;4;4;1;0;0;0;3;1;4;1;3;1;4;4;4;1;0;0;0;5;1;3;1;3;1;5;4;4;1;1;1;1;5;1;3;1;3;1;5;4;4;1;1;1;0;5;1;3;1;4;1;5;4;3;1;1;1;0;5;1;5;1;3;1;5;4;4;1;1;1;0;3;1;3;1;3;1;5;4;3;1;1;1;1;3;1;5;1;3;1;4;4;4;1;1;0;0;5;3;5;1;3;1;5;4;3;1;1;1;0;5;1;3;1;3;1;4;4;3;1;1;0;1;5;1;3;1;3;1;4;4;4;1;0;1;0;5;1;3;1;3;1;4;4;4;1;1;1;0;5;1;3;1;3;1;5;4;4;1;0;0;0;5;1;5;1;3;1;4;4;3;1;1;1;1;1;1;2;5;2;2;3;1;71.0;47.0;0.6016949152542372
5;1;5;1;3;1;5;4;3;4;0;0;0;3;1;5;1;3;1;5;4;3;1;0;0;0;3;1;5;1;3;1;4;4;3;1;0;0;0;3;1;5;1;3;1;5;4;3;1;0;0;0;5;1;3;1;3;5;5;4;1;1;0;0;0;5;1;5;1;3;2;5;4;3;1;1;0;0;5;1;5;1;3;1;5;4;3;1;0;0;0;5;1;3;1;3;1;4;4;4;1;0;1;0;5;1;5;1;3;1;5;4;3;1;0;1;1;5;1;5;1;3;1;5;4;3;4;0;0;0;3;1;5;1;3;1;4;4;3;1;1;0;0;5;1;3;1;3;1;5;4;3;1;0;0;0;5;1;3;1;3;1;5;4;3;1;1;0;1;3;1;5;1;3;1;5;4;3;1;0;0;0;5;1;2;1;3;1;5;4;4;1;0;0;0;5;1;5;4;3;1;4;4;4;1;0;0;1;5;1;3;1;3;1;5;4;4;1;0;0;1;5;1;5;1;3;3;5;4;4;1;0;0;0;1;1;2;5;2;2;3;1;63.0;42.0;0.6
5;1;3;1;3;1;4;5;3;1;0;0;0;3;1;3;1;3;1;4;4;2;1;0;0;0;3;1;2;1;3;1;4;4;4;1;0;0;0;3;1;3;1;3;1;5;4;4;1;0;0;1;3;1;3;1;3;1;5;4;4;1;0;0;0;3;1;3;1;3;1;4;4;4;1;0;0;0;5;1;3;1;3;1;4;4;4;1;0;1;1;5;1;3;1;3;1;4;4;4;1;0;0;0;5;1;3;1;3;1;4;4;3;1;1;1;1;3;1;3;1;3;1;4;4;3;1;1;0;1;5;1;3;1;3;1;5;4;4;1;1;1;1;3;1;3;1;3;1;5;4;3;1;0;1;0;5;1;1;1;3;1;4;4;4;1;1;1;1;3;1;3;1;3;5;4;4;4;1;0;1;0;5;1;5;1;3;1;5;4;2;1;0;1;0;5;1;3;1;3;4;5;4;4;1;1;1;0;5;1;3;1;3;1;5;4;4;1;1;0;1;5;1;5;1;3;1;4;4;3;1;1;1;0;1;1;2;2;2;2;3;1;64.0;43.0;0.598130841
3;1;3;1;3;1;5;4;4;1;0;0;0;5;1;5;1;3;1;4;4;3;1;0;0;0;3;1;5;1;3;1;5;4;4;1;0;0;0;5;1;3;1;3;1;4;4;4;1;0;0;0;5;1;3;5;3;1;4;4;4;1;0;0;0;3;1;4;1;3;1;4;4;4;1;0;0;0;5;1;3;1;3;1;5;4;4;1;1;1;1;5;1;3;1;3;1;5;4;4;1;1;1;0;5;1;3;1;4;1;5;4;3;1;1;1;0;5;1;5;1;3;1;5;4;4;1;1;1;0;3;1;3;1;3;1;5;4;3;1;1;1;1;3;1;5;1;3;1;4;4;4;1;1;0;0;5;3;5;1;3;1;5;4;3;1;1;1;0;5;1;3;1;3;1;4;4;3;1;1;0;1;5;1;3;1;3;1;4;4;4;1;0;1;0;5;1;3;1;3;1;4;4;4;1;1;1;0;5;1;3;1;3;1;5;4;4;1;0;0;0;5;1;5;1;3;1;4;4;3;1;1;1;1;1;1;2;5;2;2;3;1;68.0;46.0;0.5964912280701754
3;1;3;1;3;1;5;5;4;1;0;0;0;3;1;3;1;4;1;5;4;3;1;0;0;0;3;1;3;1;3;1;4;4;4;1;0;0;0;3;1;3;1;3;1;5;4;4;1;0;0;0;3;1;3;1;3;1;5;4;4;1;0;0;1;3;1;3;1;3;1;4;4;4;1;0;0;0;5;1;4;1;5;1;5;4;4;1;0;1;1;5;1;3;1;3;1;4;4;4;1;0;1;0;5;1;5;1;3;1;4;4;3;1;1;1;1;5;1;3;1;3;1;4;4;3;1;1;0;1;5;1;3;1;3;1;5;4;1;1;1;1;1;3;1;3;1;3;1;4;4;3;1;0;0;0;5;1;1;1;3;1;5;4;4;1;1;1;1;3;1;3;1;3;4;4;4;4;1;0;1;0;5;1;5;1;3;1;5;4;4;1;1;1;0;5;1;3;1;3;1;5;4;4;1;1;0;1;5;1;5;1;3;1;5;4;3;1;1;0;1;5;1;5;1;3;1;4;4;3;1;1;1;1;1;1;2;2;2;2;3;1;74.0;51.0;0.592
5;1;3;2;3;1;5;3;3;1;0;0;0;3;1;3;1;3;1;5;4;3;1;0;0;0;5;1;3;1;3;1;3;4;3;1;0;0;0;5;1;5;1;3;1;2;3;3;1;0;0;0;5;1;3;5;3;1;4;1;3;2;0;0;1;5;1;3;1;3;1;5;4;4;1;0;0;0;5;2;5;1;3;1;4;4;3;1;0;1;1;5;4;5;3;3;1;4;4;4;1;1;0;0;5;1;3;1;3;1;5;4;3;1;1;0;0;5;1;5;1;3;1;4;4;3;1;0;1;0;5;1;5;1;3;1;5;4;3;1;1;1;1;3;1;5;1;3;1;4;4;4;1;0;0;0;5;1;5;4;3;1;5;4;3;1;0;1;1;5;1;3;1;3;1;4;4;3;1;0;1;0;5;1;3;1;5;1;4;4;4;1;0;1;0;5;1;5;1;3;1;4;1;4;4;0;1;1;5;1;3;1;3;1;5;4;3;1;0;0;1;1;1;3;1;3;1;4;4;3;1;0;1;1;1;1;2;5;2;2;2;2;69.0;48.0;0.5897435897435898
3;1;3;4;3;3;5;4;4;1;0;0;0;3;4;3;1;3;1;4;4;4;1;0;1;0;5;1;5;1;3;1;5;4;4;5;0;0;1;3;1;3;1;3;1;5;4;4;1;0;0;0;5;1;5;1;3;1;4;4;4;1;0;0;0;3;1;3;1;3;1;5;4;3;2;1;0;0;5;1;3;1;3;1;4;4;4;1;1;1;1;5;1;4;1;3;1;4;4;3;1;0;1;0;5;1;3;1;3;1;5;4;4;1;0;1;1;5;1;5;1;3;1;5;4;3;1;1;1;0;3;1;5;1;3;1;4;4;3;1;0;0;0;3;1;5;1;3;3;5;4;5;1;1;1;0;4;1;3;1;3;1;5;4;4;1;0;0;1;5;5;5;1;3;1;5;4;3;1;0;1;0;2;1;4;1;3;3;5;4;3;1;0;0;0;5;4;1;1;3;1;4;4;3;1;0;0;1;1;1;5;1;3;4;5;4;4;1;0;1;0;5;1;3;1;3;1;4;4;4;4;0;1;0;1;1;2;4;2;2;2;1;63.0;44.0;0.588785047
5;1;5;1;2;3;4;4;3;1;0;0;0;5;1;5;5;3;1;5;4;3;1;0;0;0;3;1;5;1;3;1;5;4;4;1;0;0;0;3;1;3;1;3;1;4;4;4;1;0;0;1;3;1;3;1;3;1;5;1;3;1;0;0;0;5;1;5;1;3;1;5;4;3;1;0;0;0;5;1;3;1;3;1;5;4;3;5;0;0;0;5;1;3;1;3;1;5;4;4;1;1;1;0;5;1;5;1;3;1;4;4;4;1;0;1;0;5;1;3;1;3;1;5;4;3;1;0;1;0;5;1;3;1;3;1;5;1;4;1;0;0;0;2;1;5;2;3;1;4;4;3;1;0;1;0;5;1;3;1;3;1;5;4;4;1;0;1;1;5;1;5;1;3;1;5;5;3;1;1;1;1;5;1;3;1;3;1;5;4;3;1;0;1;0;5;1;4;1;3;1;4;4;3;1;1;0;1;5;1;5;1;3;1;1;4;4;1;1;1;0;5;1;5;1;3;1;5;4;3;1;0;1;0;1;1;2;5;2;2;2;2;65.0;46.0;0.585585586
